stroke_team_id,stroke_type,admissions,proportion_of_all_with_ivt,proportion_of_all_with_mt,proportion_of_mt_with_ivt,proportion1_of_all_with_onset_known_ivt,proportion2_of_mask1_with_onset_to_arrival_on_time_ivt,proportion3_of_mask2_with_arrival_to_scan_on_time_ivt,proportion4_of_mask3_with_onset_to_scan_on_time_ivt,proportion5_of_mask4_with_enough_time_to_treat_ivt,proportion6_of_mask5_with_treated_ivt,lognorm_mu_onset_arrival_mins_ivt,lognorm_sigma_onset_arrival_mins_ivt,lognorm_mu_arrival_scan_arrival_mins_ivt,lognorm_sigma_arrival_scan_arrival_mins_ivt,lognorm_mu_scan_needle_mins_ivt,lognorm_sigma_scan_needle_mins_ivt,proportion1_of_all_with_onset_known_mt,proportion2_of_mask1_with_onset_to_arrival_on_time_mt,proportion3_of_mask2_with_arrival_to_scan_on_time_mt,proportion4_of_mask3_with_onset_to_scan_on_time_mt,proportion5_of_mask4_with_enough_time_to_treat_mt,proportion6_of_mask5_with_treated_mt,lognorm_mu_onset_arrival_mins_mt,lognorm_sigma_onset_arrival_mins_mt,lognorm_mu_arrival_scan_arrival_mins_mt,lognorm_sigma_arrival_scan_arrival_mins_mt,lognorm_mu_scan_puncture_mins_mt,lognorm_sigma_scan_puncture_mins_mt,proportion_of_all_with_mask6_and_ivt,proportion_of_all_with_mask6_and_mt
1,lvo,153.0,0.323529,0.189542,0.672414,0.614379,0.824468,0.993548,0.980519,1.0,0.602649,4.482154,0.429048,3.15515,0.662868,3.160676,0.863238,0.614379,0.909574,1.0,0.988304,1.0,0.325444,4.59117,0.532134,3.095801,0.850953,4.84429,0.473707,0.297386,0.179739
1,nlvo,728.0,0.088599,0.011676,0.529412,0.484203,0.547518,0.943005,0.840659,1.0,0.362745,4.633735,0.49954,3.479407,0.958914,3.176399,1.060874,0.484203,0.635461,0.966518,0.921478,1.0,0.032581,4.781241,0.593924,3.470995,1.137795,5.098082,0.632573,0.076236,0.008929
1,other,101.5,0.0,0.0,,0.522167,0.688679,0.917808,0.880597,1.0,0.0,4.575809,0.489892,3.460899,0.767281,,,0.522167,0.820755,0.965517,0.904762,1.0,0.0,4.74919,0.60222,3.55556,0.979549,,,0.0,0.0
1,mixed,982.5,0.116031,0.038168,0.64,0.508397,0.614615,0.952769,0.882051,1.0,0.391473,4.588583,0.485106,3.391928,0.879373,3.169316,0.974497,0.508397,0.706707,0.974504,0.936047,1.0,0.10559,4.731255,0.585291,3.388066,1.066862,4.892809,0.51248,0.102799,0.034606
2,lvo,108.0,0.333333,0.00463,1.0,0.74537,0.714286,0.991304,0.973684,1.0,0.63964,4.498344,0.451547,2.897774,0.805825,3.391844,0.500678,0.74537,0.826087,1.0,0.954887,1.0,0.007874,4.659794,0.588026,2.995546,0.860518,,,0.328704,0.00463
2,nlvo,410.0,0.120732,0.00122,0.0,0.609756,0.554,0.935018,0.880309,1.0,0.421053,4.713608,0.464916,3.154636,0.999793,3.385542,0.529436,0.609756,0.672,0.949405,0.909091,1.0,0.0,4.882537,0.560891,3.291249,1.074854,,,0.117073,0.0
2,other,60.0,0.0,0.0,,0.7,0.654762,0.981818,0.907407,1.0,0.0,4.598269,0.432034,3.186641,0.860302,,,0.7,0.797619,0.985075,0.924242,1.0,0.0,4.78947,0.570523,3.235636,0.874942,,,0.0,0.0
2,mixed,578.0,0.147924,0.00173,0.5,0.644464,0.6,0.955257,0.908665,1.0,0.430412,4.644036,0.466061,3.090107,0.939852,3.388221,0.515879,0.644464,0.719463,0.966418,0.92278,1.0,0.002092,4.815633,0.575668,3.208239,1.005937,,,0.144464,0.000865
3,lvo,121.0,0.326446,0.136364,0.545455,0.640496,0.83871,1.0,0.976923,1.0,0.606299,4.510283,0.575657,1.924962,1.111086,3.593177,0.836761,0.640496,0.903226,1.0,0.978571,1.0,0.189781,4.594734,0.633849,1.97419,1.144893,4.228016,0.502568,0.318182,0.107438
3,nlvo,607.0,0.061779,0.001647,0.5,0.460461,0.542039,0.940594,0.870175,1.0,0.28629,4.618252,0.490705,2.54653,1.473954,3.762375,0.645068,0.460461,0.626118,0.974286,0.900293,1.0,0.006515,4.762754,0.587261,2.759821,1.577653,,,0.058484,0.001647
3,other,68.5,0.0,0.0,,0.437956,0.8,0.958333,0.956522,1.0,0.0,4.587773,0.517163,1.935309,1.335016,,,0.437956,0.85,0.980392,0.96,1.0,0.0,4.652081,0.565239,2.069928,1.4656,,,0.0,0.0
3,mixed,796.5,0.096673,0.021971,0.542857,0.485876,0.621447,0.95842,0.908894,1.0,0.353222,4.58603,0.518608,2.310261,1.397304,3.674346,0.753216,0.485876,0.698966,0.981516,0.926554,1.0,0.056911,4.708841,0.601212,2.487725,1.507591,4.333596,0.662705,0.092906,0.017577
4,lvo,91.0,0.214286,0.0,,0.604396,0.845455,0.978495,1.0,1.0,0.428571,4.570901,0.598048,2.755304,0.750127,3.913018,0.452116,0.604396,0.927273,0.980392,0.96,1.0,0.0,4.672403,0.659688,2.802711,0.741744,,,0.214286,0.0
4,nlvo,322.0,0.040373,0.0,,0.59472,0.634465,0.995885,0.946281,1.0,0.113537,4.623913,0.548603,3.141218,0.740707,3.870013,0.526357,0.59472,0.70235,1.0,0.959108,1.0,0.0,4.723871,0.605719,3.163075,0.760223,,,0.040373,0.0
4,other,59.0,0.0,0.0,,0.567797,0.701493,1.0,0.978723,1.0,0.0,4.566943,0.864871,2.987863,0.841304,,,0.567797,0.776119,1.0,0.980769,1.0,0.0,4.667823,0.879228,3.082852,0.858977,,,0.0,0.0
4,mixed,472.0,0.068856,0.0,,0.59322,0.683929,0.992167,0.963158,1.0,0.177596,4.604049,0.60627,3.029834,0.771128,3.895816,0.479627,0.59322,0.755357,0.995272,0.961995,1.0,0.0,4.70457,0.656688,3.067569,0.781431,,,0.068856,0.0
5,lvo,196.5,0.201018,0.05598,0.545455,0.56743,0.717489,0.9625,0.896104,1.0,0.550725,4.558431,0.502574,3.351996,0.88269,3.430125,0.55649,0.56743,0.825112,0.978261,0.861111,1.0,0.090323,4.70729,0.607989,3.524827,0.977614,5.323826,0.88366,0.193384,0.035623
5,nlvo,656.0,0.064787,0.005335,0.571429,0.500762,0.538813,0.898305,0.735849,1.0,0.34188,4.707265,0.459768,3.867637,0.880778,3.435341,0.506101,0.500762,0.675799,0.961712,0.765808,1.0,0.018349,4.904972,0.57042,4.110687,0.95993,,,0.060976,0.004573
5,other,124.5,0.0,0.0,,0.546185,0.735294,0.9,0.8,1.0,0.0,4.539872,0.610217,3.633942,0.908125,,,0.546185,0.823529,0.955357,0.850467,1.0,0.0,4.667483,0.686036,3.843731,1.00208,,,0.0,0.0
5,mixed,977.0,0.08393,0.014841,0.551724,0.519959,0.604331,0.915309,0.790036,1.0,0.351351,4.641218,0.503352,3.688916,0.911831,3.4328,0.529529,0.519959,0.728346,0.964865,0.802521,1.0,0.034904,4.819874,0.606883,3.922986,1.00092,5.294136,0.859814,0.079836,0.010235
6,lvo,147.5,0.179661,0.166102,0.469388,0.918644,0.512915,0.985612,0.912409,1.0,0.408,4.65824,0.539312,2.968826,0.842425,3.534687,0.55564,0.918644,0.630996,0.994152,0.905882,1.0,0.266234,4.849881,0.630914,3.081606,0.950492,4.68106,0.633198,0.172881,0.138983
6,nlvo,911.0,0.062569,0.015368,0.5,0.896268,0.286589,0.978632,0.882096,1.0,0.277228,4.726943,0.486819,3.261791,0.997199,3.605216,0.474715,0.896268,0.391304,0.989045,0.875,1.0,0.036166,4.980865,0.594567,3.378182,1.118175,4.71706,0.674892,0.061471,0.010977
6,other,117.5,0.0,0.0,,0.889362,0.454545,0.978947,0.88172,1.0,0.0,4.688919,0.59363,3.065091,1.048873,,,0.889362,0.578947,1.0,0.92562,1.0,0.0,4.910893,0.678207,3.133105,1.204548,,,0.0,0.0
6,mixed,1176.0,0.071003,0.032738,0.480519,0.898384,0.332229,0.980057,0.888081,1.0,0.266776,4.708193,0.513006,3.176865,0.982057,3.583148,0.500774,0.898384,0.440606,0.991407,0.887324,1.0,0.074481,4.947713,0.614263,3.29143,1.107564,4.692863,0.641731,0.069303,0.025935
7,lvo,133.0,0.308271,0.033835,0.777778,0.736842,0.755102,0.97973,0.944828,1.0,0.583942,4.700134,0.421862,2.317173,1.392607,3.291681,0.494012,0.736842,0.831633,1.0,0.92638,1.0,0.059603,4.792997,0.497726,2.497787,1.506382,,,0.300752,0.033835
7,nlvo,635.0,0.097638,0.000787,1.0,0.744882,0.451374,0.953162,0.823096,1.0,0.367164,4.780036,0.497669,2.765398,1.612131,3.21759,0.494058,0.744882,0.567653,0.985102,0.862004,1.0,0.002193,4.963241,0.574629,2.996664,1.621873,,,0.09685,0.000787
7,other,99.0,0.0,0.0,,0.631313,0.672,0.952381,0.8625,1.0,0.0,4.642911,0.504617,2.798729,1.468478,,,0.631313,0.736,0.98913,0.934066,1.0,0.0,4.739754,0.576563,2.970774,1.529209,,,0.0,0.0
7,mixed,867.0,0.1188,0.005767,0.8,0.730681,0.520126,0.959029,0.856013,1.0,0.375231,4.744613,0.484569,2.666781,1.556072,3.246788,0.49415,0.730681,0.625099,0.988636,0.88378,1.0,0.014451,4.902243,0.56638,2.889802,1.598691,,,0.11707,0.005767
8,lvo,66.5,0.330827,0.112782,0.8,0.774436,0.737864,1.0,0.973684,1.0,0.581081,4.515562,0.537051,3.17579,0.773332,3.334447,0.521914,0.774436,0.815534,1.0,0.988095,1.0,0.180723,4.625102,0.614043,3.175614,0.842362,5.380736,0.201745,0.323308,0.112782
8,nlvo,381.5,0.129751,0.001311,1.0,0.703801,0.556797,0.976589,0.842466,1.0,0.365854,4.684846,0.480316,3.62385,0.762344,3.513668,0.719549,0.703801,0.670391,0.983333,0.90113,1.0,0.003135,4.855757,0.581096,3.671799,0.873315,,,0.117955,0.001311
8,other,59.0,0.0,0.0,,0.677966,0.75,0.966667,0.896552,1.0,0.0,4.632339,0.4677,3.455911,0.685484,,,0.677966,0.85,0.985294,0.955224,1.0,0.0,4.756201,0.557605,3.542178,0.721741,,,0.0,0.0
8,mixed,507.0,0.141026,0.015779,0.8125,0.710059,0.604167,0.97931,0.873239,1.0,0.357527,4.648028,0.491965,3.521049,0.771779,3.455724,0.665463,0.710059,0.711111,0.986328,0.922772,1.0,0.034335,4.804693,0.588805,3.572068,0.867495,5.380105,0.19492,0.131164,0.015779
9,lvo,51.0,0.313725,0.019608,1.0,0.990196,0.643564,1.0,0.938462,1.0,0.52459,4.552259,0.514892,3.192266,0.812732,3.57795,0.659653,0.990196,0.762376,0.987013,0.934211,1.0,0.028169,4.723508,0.621283,3.323851,0.856206,,,0.313725,0.019608
9,nlvo,183.0,0.125683,0.0,,0.986339,0.387812,0.971429,0.816176,1.0,0.405405,4.775862,0.513271,3.687001,0.775322,3.905019,0.456077,0.986339,0.479224,0.965318,0.850299,1.0,0.0,4.950407,0.587986,3.8003,0.860853,,,0.122951,0.0
9,other,38.0,0.0,0.0,,0.973684,0.648649,0.895833,0.837209,1.0,0.0,4.770771,0.409733,3.809484,0.760688,,,0.973684,0.72973,0.944444,0.921569,1.0,0.0,4.877826,0.493379,3.868703,0.856521,,,0.0,0.0
9,mixed,272.0,0.143382,0.003676,1.0,0.985294,0.472015,0.964427,0.852459,1.0,0.370192,4.717449,0.50342,3.576792,0.814781,3.769094,0.569421,0.985294,0.567164,0.967105,0.884354,1.0,0.007692,4.880043,0.587115,3.689002,0.883156,,,0.141544,0.003676
10,lvo,141.0,0.301418,0.024823,1.0,0.528369,0.798658,1.0,0.983193,1.0,0.726496,4.604857,0.421777,2.796092,0.671429,3.332261,0.581636,0.528369,0.90604,1.0,0.977778,1.0,0.05303,4.732842,0.529928,2.747571,0.86689,,,0.301418,0.024823
10,nlvo,531.5,0.062088,0.0,,0.450611,0.632568,0.957096,0.872414,1.0,0.241107,4.706227,0.47456,3.291452,0.918967,3.14956,0.684964,0.450611,0.716075,0.970845,0.930931,1.0,0.0,4.820921,0.548044,3.310933,1.031845,,,0.057385,0.0
10,other,101.0,0.0,0.0,,0.5,0.722772,0.931507,0.867647,1.0,0.0,4.721909,0.474937,3.150378,1.00997,,,0.5,0.792079,0.9625,0.948052,1.0,0.0,4.799519,0.520064,3.277698,1.125534,,,0.0,0.0
10,mixed,773.5,0.097608,0.004525,1.0,0.471235,0.679012,0.963636,0.899371,1.0,0.340326,4.68417,0.463757,3.147761,0.900868,3.255927,0.631109,0.471235,0.765432,0.976703,0.944954,1.0,0.013592,4.796543,0.540081,3.166689,1.034384,,,0.094376,0.004525
11,lvo,178.0,0.303371,0.058989,0.714286,0.494382,0.909091,0.9875,0.936709,1.0,0.574324,4.362651,0.472996,3.602391,0.838949,3.245583,1.104665,0.494382,0.954545,0.994048,0.976048,1.0,0.104294,4.428456,0.548314,3.60861,0.899242,5.181354,0.681836,0.238764,0.047753
11,nlvo,567.0,0.065256,0.008818,0.6,0.35097,0.738693,0.965986,0.78169,1.0,0.27027,4.570485,0.521723,3.955642,0.775262,3.315414,1.05746,0.35097,0.834171,0.981928,0.923313,1.0,0.0299,4.69561,0.60332,4.002142,0.835773,,,0.05291,0.007937
11,other,94.5,0.0,0.0,,0.42328,0.825,0.969697,0.875,1.0,0.0,4.479946,0.487274,3.744085,0.641906,,,0.42328,0.875,0.985714,0.942029,1.0,0.0,4.54951,0.552859,3.818511,0.69826,,,0.0,0.0
11,mixed,839.5,0.108398,0.018463,0.677419,0.389518,0.795107,0.973077,0.841897,1.0,0.340376,4.495045,0.51049,3.81858,0.795567,3.274479,1.082213,0.389518,0.87156,0.985965,0.941281,1.0,0.049149,4.598928,0.592776,3.862657,0.856621,5.326858,0.603498,0.086361,0.015485
12,lvo,101.5,0.187192,0.103448,0.380952,0.472906,0.864583,0.987952,0.95122,1.0,0.474359,4.416443,0.430031,3.140848,0.720826,3.485376,0.754555,0.472906,0.916667,1.0,0.977273,1.0,0.197674,4.488396,0.51226,3.175029,0.756746,3.970775,0.711768,0.182266,0.083744
12,nlvo,329.0,0.045593,0.009119,0.5,0.463526,0.583607,0.977528,0.862069,1.0,0.193333,4.655309,0.434843,3.525442,0.706275,3.615474,0.518541,0.463526,0.665574,0.995074,0.950495,1.0,0.015625,4.778363,0.524657,3.599202,0.777733,,,0.044073,0.004559
12,other,72.0,0.0,0.0,,0.520833,0.84,0.968254,0.918033,1.0,0.0,4.633489,0.504357,3.352352,0.593333,,,0.520833,0.893333,0.985075,0.954545,1.0,0.0,4.691544,0.541343,3.434771,0.712067,,,0.0,0.0
12,mixed,502.5,0.067662,0.026866,0.407407,0.473632,0.680672,0.978395,0.895899,1.0,0.232394,4.589875,0.458096,3.39265,0.706822,3.542541,0.659845,0.473632,0.752101,0.994413,0.957865,1.0,0.058651,4.690838,0.53697,3.463866,0.779048,4.122403,0.792716,0.065672,0.0199
13,lvo,103.0,0.334951,0.087379,0.666667,0.713592,0.870748,0.976562,0.968,1.0,0.570248,4.501079,0.455183,3.382589,0.591254,2.638943,1.089472,0.713592,0.959184,0.992908,0.95,1.0,0.12782,4.608151,0.550251,3.45151,0.730529,4.467596,0.88248,0.334951,0.082524
13,nlvo,450.0,0.138889,0.015556,0.214286,0.631111,0.609155,0.910405,0.790476,1.0,0.449799,4.704863,0.555806,3.743239,0.688885,2.763148,0.853276,0.631111,0.728873,0.966184,0.865,1.0,0.028902,4.863569,0.62372,3.874095,0.848316,,,0.124444,0.011111
13,other,68.5,0.0,0.0,,0.649635,0.752809,1.0,0.865672,1.0,0.0,4.631165,0.544389,3.454133,0.733849,,,0.649635,0.831461,1.0,0.972973,1.0,0.0,4.723673,0.593073,3.483639,0.730711,,,0.0,0.0
13,mixed,621.5,0.156074,0.025744,0.46875,0.646822,0.672886,0.937153,0.844181,1.0,0.422897,4.647521,0.538088,3.616116,0.690949,2.715799,0.949234,0.646822,0.782338,0.976153,0.897394,1.0,0.049002,4.789855,0.612973,3.730682,0.831623,4.573535,0.875021,0.145615,0.021722
14,lvo,91.5,0.240437,0.005464,0.0,0.786885,0.819444,0.966102,0.938596,1.0,0.392523,4.569588,0.583292,3.083361,0.961511,3.663394,0.587921,0.786885,0.861111,0.967742,0.975,1.0,0.008547,4.623024,0.617173,3.100838,0.976212,,,0.229508,0.005464
14,nlvo,471.0,0.087049,0.001062,1.0,0.605096,0.615789,0.911681,0.859375,1.0,0.283636,4.677711,0.417692,3.519845,0.998142,3.628318,0.716499,0.605096,0.705263,0.942786,0.854881,1.0,0.003086,4.810668,0.5251,3.674917,1.144946,,,0.082803,0.001062
14,other,46.5,0.0,0.0,,0.623656,0.724138,0.904762,0.868421,1.0,0.0,4.623371,0.5687,3.469184,0.823313,,,0.623656,0.758621,1.0,0.931818,1.0,0.0,4.672486,0.600813,3.680732,0.988402,,,0.0,0.0
14,mixed,609.0,0.103448,0.001642,0.5,0.633826,0.661917,0.923679,0.879237,1.0,0.289157,4.648277,0.475252,3.410345,0.99203,3.640595,0.671977,0.633826,0.738342,0.952632,0.887661,1.0,0.004149,4.759181,0.557164,3.54852,1.121584,,,0.098522,0.001642
15,lvo,101.0,0.232673,0.024752,0.8,0.772277,0.653846,1.0,0.941176,1.0,0.489583,4.646418,0.53198,2.930665,0.755789,3.333464,0.548847,0.772277,0.762821,1.0,0.94958,1.0,0.044248,4.797517,0.617964,2.985456,0.765865,,,0.232673,0.024752
15,nlvo,363.5,0.074278,0.0,,0.756534,0.465455,0.980469,0.844622,1.0,0.235849,4.772937,0.427061,3.368722,0.954541,3.306963,0.526158,0.756534,0.554545,0.983607,0.92,1.0,0.0,4.91777,0.514978,3.452208,1.004476,,,0.068776,0.0
15,other,87.0,0.0,0.0,,0.798851,0.57554,0.975,0.871795,1.0,0.0,4.72696,0.446424,3.311996,0.866861,,,0.798851,0.697842,0.969072,0.87234,1.0,0.0,4.894862,0.548464,3.443017,0.915077,,,0.0,0.0
15,mixed,551.5,0.091568,0.004533,0.8,0.766092,0.518343,0.984018,0.87239,1.0,0.257979,4.735076,0.458853,3.254786,0.911899,3.319804,0.534624,0.766092,0.616568,0.984645,0.918129,1.0,0.010616,4.886038,0.547386,3.342252,0.956578,,,0.087942,0.004533
16,lvo,64.0,0.171875,0.109375,0.428571,0.671875,0.639535,0.981818,0.888889,1.0,0.375,4.49961,0.568034,3.415254,1.006486,3.718949,1.009504,0.671875,0.767442,1.0,0.939394,1.0,0.193548,4.694326,0.679883,3.360119,1.155884,5.35999,0.437537,0.140625,0.09375
16,nlvo,186.0,0.051075,0.005376,1.0,0.569892,0.433962,0.913043,0.77381,1.0,0.169231,4.710741,0.480297,3.937885,0.670113,3.988362,0.302536,0.569892,0.551887,0.931624,0.908257,1.0,0.020202,4.916432,0.584206,3.633531,1.291187,,,0.02957,0.005376
16,other,59.0,0.0,0.0,,0.694915,0.54878,0.955556,0.883721,1.0,0.0,4.601225,0.583355,3.523279,0.901458,,,0.694915,0.731707,1.0,0.916667,1.0,0.0,4.875016,0.696586,3.18325,1.537972,,,0.0,0.0
16,mixed,309.0,0.066343,0.02589,0.5,0.614887,0.505263,0.942708,0.834254,1.0,0.192053,4.624593,0.536403,3.683464,0.867681,3.82114,0.818001,0.614887,0.639474,0.967078,0.919149,1.0,0.064815,4.845881,0.644153,3.441778,1.331589,5.408634,0.429459,0.046926,0.022654
17,lvo,79.5,0.201258,0.012579,1.0,0.754717,0.691667,0.975904,0.950617,1.0,0.376623,4.585693,0.431658,3.293666,1.298324,3.723992,0.513075,0.754717,0.808333,1.0,0.948454,1.0,0.021739,4.733364,0.539612,3.381649,1.312722,,,0.18239,0.012579
17,nlvo,329.0,0.06231,0.0,,0.699088,0.528261,0.930041,0.792035,1.0,0.223464,4.716537,0.490674,3.735674,1.138162,3.819237,0.427048,0.699088,0.647826,0.973154,0.8,1.0,0.0,4.900797,0.590856,3.951186,1.172744,,,0.06079,0.0
17,other,62.5,0.0,0.0,,0.712,0.741573,0.984848,0.861538,1.0,0.0,4.540124,0.803077,3.501771,1.244828,,,0.712,0.797753,0.971831,0.971014,1.0,0.0,4.620413,0.828623,3.523793,1.228811,,,0.0,0.0
17,mixed,471.0,0.077495,0.002123,1.0,0.710191,0.585949,0.94898,0.83871,1.0,0.221154,4.65913,0.548532,3.59856,1.204083,3.779206,0.463932,0.710191,0.696562,0.978541,0.857456,1.0,0.005115,4.823226,0.631093,3.765364,1.234932,,,0.073248,0.002123
18,lvo,92.5,0.232432,0.027027,0.6,0.708108,0.694656,0.978022,0.966292,1.0,0.488372,4.428968,0.473486,3.615605,0.69228,3.308777,0.71509,0.708108,0.755725,0.979798,0.979381,1.0,0.042105,4.529376,0.568404,3.594732,0.677186,,,0.227027,0.021622
18,nlvo,377.0,0.068966,0.0,,0.632626,0.519916,0.903226,0.84375,1.0,0.269841,4.622602,0.542604,3.861133,0.681321,3.369044,0.806521,0.632626,0.616352,0.94898,0.83871,1.0,0.0,4.785968,0.628491,3.99724,0.81611,,,0.067639,0.0
18,other,92.5,0.0,0.0,,0.756757,0.671429,0.93617,0.863636,1.0,0.0,4.536033,0.49505,3.864469,0.65764,,,0.756757,0.735714,0.951456,0.908163,1.0,0.0,4.634877,0.572536,3.913491,0.69051,,,0.0,0.0
18,mixed,562.0,0.08452,0.004448,0.6,0.66548,0.578877,0.926097,0.875312,1.0,0.264957,4.563114,0.523243,3.807371,0.684697,3.341827,0.763095,0.66548,0.663102,0.955645,0.881857,1.0,0.009569,4.703377,0.613516,3.897555,0.77912,,,0.08274,0.003559
19,lvo,58.0,0.344828,0.146552,0.647059,0.982759,0.719298,1.0,0.926829,1.0,0.486842,4.577427,0.449502,2.944841,0.746693,2.473357,1.038071,0.982759,0.789474,1.0,0.966667,1.0,0.183908,4.677337,0.537399,3.005148,0.806376,4.836149,0.789546,0.318966,0.137931
19,nlvo,562.0,0.095196,0.008897,0.6,0.912811,0.367446,0.949602,0.905028,1.0,0.320988,4.692293,0.518407,3.0527,0.906466,2.669722,1.232638,0.912811,0.439571,0.97561,0.918182,1.0,0.022277,4.854711,0.601067,3.21135,1.016919,,,0.092527,0.008007
19,other,47.5,0.0,0.0,,0.905263,0.418605,0.972222,0.942857,1.0,0.0,4.468382,0.452654,3.148608,1.002092,,,0.905263,0.511628,0.954545,1.0,1.0,0.0,4.680721,0.613299,3.190492,0.92454,,,0.0,0.0
19,mixed,667.5,0.110112,0.020225,0.62963,0.918352,0.403752,0.959596,0.911579,1.0,0.325635,4.65698,0.506747,3.041147,0.888103,2.618194,1.184252,0.918352,0.477162,0.977778,0.931818,1.0,0.046904,4.814337,0.596312,3.177374,0.981512,4.922211,0.684609,0.105618,0.018727
20,lvo,42.5,0.211765,0.105882,0.333333,0.658824,0.75,0.97619,0.97561,1.0,0.45,4.345219,0.431779,3.295411,0.903574,3.588765,0.854516,0.658824,0.821429,1.0,0.978261,1.0,0.155556,4.462219,0.564262,3.353024,0.934357,,,0.211765,0.082353
20,nlvo,137.0,0.105839,0.0,,0.562044,0.551948,0.988235,0.821429,1.0,0.391304,4.453279,0.658867,3.650708,0.886286,3.924878,0.590644,0.562044,0.668831,0.990291,0.862745,1.0,0.0,4.675475,0.771522,3.777894,0.904879,,,0.09854,0.0
20,other,29.5,0.0,0.0,,0.610169,0.777778,1.0,0.857143,1.0,0.0,4.654987,0.466771,3.555163,0.91803,,,0.610169,0.916667,1.0,0.848485,1.0,0.0,4.823868,0.591915,3.569615,0.998594,,,0.0,0.0
20,mixed,209.0,0.11244,0.021531,0.333333,0.588517,0.630081,0.987097,0.869281,1.0,0.338346,4.460436,0.578921,3.538012,0.903567,3.790433,0.718328,0.588517,0.739837,0.994505,0.889503,1.0,0.043478,4.648481,0.700988,3.631942,0.942146,,,0.107656,0.016746
21,lvo,73.0,0.383562,0.390411,0.631579,0.80137,0.786325,1.0,0.978261,1.0,0.6,4.50568,0.474346,2.943971,0.799851,2.607591,1.020616,0.80137,0.897436,1.0,0.980952,1.0,0.524272,4.649034,0.587766,2.869099,0.902886,4.811402,0.693334,0.369863,0.369863
21,nlvo,370.5,0.144399,0.020243,0.733333,0.653171,0.413223,1.0,0.935,1.0,0.491979,4.699363,0.478887,2.962151,0.712985,2.733121,1.017256,0.653171,0.497934,1.0,0.970954,1.0,0.055556,4.864648,0.571635,2.813005,0.97824,4.823923,0.933689,0.124157,0.017544
21,other,56.0,0.0,0.0,,0.723214,0.45679,1.0,0.972973,1.0,0.0,4.497134,0.714059,3.030238,0.987971,,,0.723214,0.641975,1.0,0.923077,1.0,0.0,4.843542,0.815875,3.107746,1.043598,,,0.0,0.0
21,mixed,499.5,0.163163,0.072072,0.652778,0.682683,0.482405,1.0,0.951368,1.0,0.466454,4.62246,0.516457,2.964724,0.770489,2.686692,1.016796,0.682683,0.583578,1.0,0.967337,1.0,0.174026,4.805007,0.618338,2.866313,0.970225,4.813832,0.73794,0.146146,0.067067
22,lvo,178.5,0.288515,0.044818,0.6875,0.7507,0.686567,0.98913,0.956044,1.0,0.568966,4.45924,0.574119,2.704709,1.0533,3.621501,0.454301,0.7507,0.783582,0.995238,0.961722,1.0,0.074627,4.613458,0.677397,2.672147,1.109013,4.953287,0.538067,0.277311,0.042017
22,nlvo,621.5,0.115044,0.004023,1.0,0.645213,0.522444,0.937947,0.862595,1.0,0.40708,4.597881,0.59991,2.851394,1.157351,3.570932,0.56087,0.645213,0.63217,0.964497,0.897751,1.0,0.01139,4.787447,0.686657,2.987646,1.299604,,,0.111022,0.004023
22,other,104.0,0.0,0.0,,0.629808,0.625954,0.963415,0.924051,1.0,0.0,4.420614,0.610001,2.880257,0.974183,,,0.629808,0.732824,0.958333,0.967391,1.0,0.0,4.601816,0.716611,2.896538,0.994089,,,0.0,0.0
22,mixed,904.0,0.136062,0.011615,0.761905,0.66427,0.570358,0.954745,0.896024,1.0,0.404437,4.53942,0.59808,2.81406,1.108904,3.592056,0.518596,0.66427,0.676936,0.97171,0.922785,1.0,0.027435,4.720586,0.692409,2.893568,1.225284,4.994618,0.490703,0.131084,0.011062
23,lvo,59.5,0.151261,0.05042,0.5,0.731092,0.62069,0.962963,0.865385,1.0,0.4,4.507554,0.576872,3.468027,0.963164,4.185479,0.534841,0.731092,0.712644,0.983871,0.95082,1.0,0.103448,4.65016,0.655421,3.522713,0.975418,,,0.151261,0.05042
23,nlvo,248.5,0.05835,0.0,,0.651911,0.506173,0.95122,0.692308,1.0,0.268519,4.654375,0.581089,3.991893,0.887885,3.811748,0.896083,0.651911,0.611111,0.989899,0.795918,1.0,0.0,4.835258,0.663422,4.133502,0.925969,,,0.05835,0.0
23,other,52.0,0.0,0.0,,0.596154,0.693548,0.930233,0.8,1.0,0.0,4.677998,0.473565,3.713671,0.93338,,,0.596154,0.790323,0.979592,0.895833,1.0,0.0,4.805059,0.561571,3.882675,0.991364,,,0.0,0.0
23,mixed,360.0,0.065278,0.008333,0.5,0.656944,0.551797,0.950192,0.745968,1.0,0.254054,4.62789,0.565348,3.837176,0.932785,3.954879,0.792591,0.656944,0.653277,0.987055,0.842623,1.0,0.023346,4.79333,0.648857,3.97187,0.973807,,,0.065278,0.008333
24,lvo,100.0,0.185,0.02,0.5,0.56,0.776786,0.988506,0.918605,1.0,0.443038,4.630645,0.425265,2.742469,0.903748,3.788966,0.574237,0.56,0.892857,0.97,0.948454,1.0,0.021739,4.768582,0.536245,2.824176,0.908395,,,0.175,0.01
24,nlvo,324.5,0.09245,0.003082,0.0,0.460709,0.635452,0.973684,0.913514,1.0,0.35503,4.675429,0.486469,3.09273,0.917483,3.476861,0.55834,0.460709,0.729097,0.986239,0.967442,1.0,0.009615,4.802465,0.563801,3.148318,0.944114,,,0.09245,0.003082
